forward_time,graph_id,hungarian time,model_kind,seed,split,total time
0.004346749999967869,6,0.0009265830012736842,mlp,1,baseline_seen,0.005273333001241554
0.004447375002200715,6,0.0011053339985664934,mlp,2,baseline_seen,0.005552709000767209
0.004479000002902467,6,0.0009582499988027848,mlp,3,baseline_seen,0.005437250001705252
0.004158249997999519,6,0.0011824590037576854,mlp,4,baseline_seen,0.0053407090017572045
0.004406584004755132,6,0.0010517090049688704,mlp,5,baseline_seen,0.005458293009724002
0.004358999998657964,6,0.0010059580017696135,mlp,6,baseline_seen,0.005364958000427578
0.004262624999682885,6,0.0010869580000871792,mlp,7,baseline_seen,0.005349582999770064
0.004573291997076012,6,0.0010285419994033873,mlp,8,baseline_seen,0.0056018339964793995
0.004378334000648465,6,0.0009737080035847612,mlp,9,baseline_seen,0.005352042004233226
0.0050765830019372515,7,0.0011072500055888668,mlp,0,baseline_seen,0.006183833007526118
0.0042792499953066,7,0.00100683299388038,mlp,1,baseline_seen,0.00528608298918698
0.004330666000896599,7,0.0009375000008731149,mlp,2,baseline_seen,0.005268166001769714
0.004854416998568922,7,0.001043500000378117,mlp,3,baseline_seen,0.005897916998947039
0.004435875001945533,7,0.0009470000004512258,mlp,4,baseline_seen,0.005382875002396759
0.004360708000604063,7,0.0011781249995692633,mlp,5,baseline_seen,0.005538833000173327
0.0044283750030444935,7,0.0010909160046139732,mlp,6,baseline_seen,0.005519291007658467
0.0042972500014002435,7,0.000895208002475556,mlp,7,baseline_seen,0.0051924580038757995
0.004102625003724825,7,0.0010559170041233301,mlp,8,baseline_seen,0.005158542007848155
0.004484583994781133,7,0.0009192500001518056,mlp,9,baseline_seen,0.005403833994932938
0.004341040999861434,8,0.000995792004687246,mlp,0,baseline_seen,0.00533683300454868
0.004276542000297923,8,0.0010737919947132468,mlp,1,baseline_seen,0.0053503339950111695
0.004296207996958401,8,0.0009734580016811378,mlp,2,baseline_seen,0.005269665998639539
0.0044109579976066016,8,0.0009148340031970292,mlp,3,baseline_seen,0.005325792000803631
0.004543208000541199,8,0.0009496669954387471,mlp,4,baseline_seen,0.005492874995979946
0.004475000001548324,8,0.0010164999985136092,mlp,5,baseline_seen,0.005491500000061933
0.00450254199677147,8,0.000927500004763715,mlp,6,baseline_seen,0.005430042001535185
0.00418550000176765,8,0.0009849170019151643,mlp,7,baseline_seen,0.0051704170036828145
0.004385082997032441,8,0.0009405829987372272,mlp,8,baseline_seen,0.005325665995769668
0.004343207998317666,8,0.0012060839944751933,mlp,9,baseline_seen,0.00554929199279286
0.004521041999396402,9,0.0009382909993291833,mlp,0,baseline_seen,0.005459332998725586
0.004564333998132497,9,0.0010141669990844093,mlp,1,baseline_seen,0.005578500997216906
0.004458499999600463,9,0.0011287919987807982,mlp,2,baseline_seen,0.005587291998381261
0.004808792000403628,9,0.0010799170049722306,mlp,3,baseline_seen,0.005888709005375858
0.004311999997298699,9,0.0009972089974326082,mlp,4,baseline_seen,0.005309208994731307
0.004789833998074755,9,0.0010959169958368875,mlp,5,baseline_seen,0.005885750993911643
0.004757374998007435,9,0.0009264589971280657,mlp,6,baseline_seen,0.005683833995135501
0.004375500000605825,9,0.000916416996915359,mlp,7,baseline_seen,0.005291916997521184
0.00447895799879916,9,0.0010527920021559112,mlp,8,baseline_seen,0.005531750000955071
0.004451458000403363,9,0.0011777910040109418,mlp,9,baseline_seen,0.005629249004414305
0.0051337909972062334,10,0.001093416998628527,mlp,0,baseline_seen,0.00622720799583476
0.004578332998789847,10,0.0011621250014286488,mlp,1,baseline_seen,0.005740458000218496
0.004277082996850368,10,0.0009861670041573234,mlp,2,baseline_seen,0.005263250001007691
0.004874250000284519,10,0.0010691670031519607,mlp,3,baseline_seen,0.00594341700343648
0.004116458003409207,10,0.0009735420026117936,mlp,4,baseline_seen,0.0050900000060210004
0.004222291005135048,10,0.0010553749962127768,mlp,5,baseline_seen,0.005277666001347825
0.004624207998858765,10,0.0010816670037456788,mlp,6,baseline_seen,0.005705875002604444
0.004177875001914799,10,0.0010859579997486435,mlp,7,baseline_seen,0.005263833001663443
0.0042887919989880174,10,0.0013304589956533164,mlp,8,baseline_seen,0.005619250994641334
0.004302707995520905,10,0.0009975829962058924,mlp,9,baseline_seen,0.005300290991726797
0.004399958001158666,11,0.0009520839957986027,mlp,0,baseline_seen,0.0053520419969572686
0.004121833000681363,11,0.0010237919996143319,mlp,1,baseline_seen,0.005145625000295695
0.004437582996615674,11,0.0010564999975031242,mlp,2,baseline_seen,0.0054940829941187985
0.004553708000457846,11,0.0009933749970514327,mlp,3,baseline_seen,0.005547082997509278
0.004696333002357278,11,0.0010986249981215224,mlp,4,baseline_seen,0.0057949580004788
0.004675832999055274,11,0.0009595410010660999,mlp,5,baseline_seen,0.005635374000121374
0.00439520800136961,11,0.0016627500008326024,mlp,6,baseline_seen,0.006057958002202213
0.004672290997405071,11,0.0010829579987330362,mlp,7,baseline_seen,0.005755248996138107
0.004138625001360197,11,0.0009649170024204068,mlp,8,baseline_seen,0.005103542003780603
0.004222999996272847,11,0.0015498339998885058,mlp,9,baseline_seen,0.005772833996161353
0.004641208994144108,12,0.0009777909945114516,mlp,0,baseline_seen,0.00561899998865556
0.004154624999500811,12,0.001026375000947155,mlp,1,baseline_seen,0.005181000000447966
