alignment_improvement,alignment_p_value,frobenius,graph_id,hub_overlap,hub_overlap_null_mean,hub_overlap_p_value,l1,model,random_l1_mean
-0.009491743709829421,0.919080919080919,2.3840978145599365,321,0.1,0.11080000000000001,0.7152847152847153,0.02162211574614048,mlp,0.02141881385445595
-0.0033940239406739328,0.6943056943056943,2.3816778659820557,322,0.1,0.11180000000000001,0.7062937062937062,0.021600866690278053,mlp,0.021527800818905235
-0.012233102117739649,0.9590409590409591,2.395545721054077,323,0.0,0.1102,1.0,0.021769901737570763,mlp,0.0215068067740649
-0.008827768452879683,0.8761238761238761,2.3919551372528076,324,0.1,0.11240000000000001,0.7202797202797203,0.02164701744914055,mlp,0.021457594770938157
-0.012029244124345025,0.955044955044955,2.39815354347229,325,0.0,0.11230000000000001,1.0,0.021821921691298485,mlp,0.02156254062615335
-0.006350890245278646,0.8031968031968032,2.3996615409851074,326,0.0,0.10660000000000001,1.0,0.021719545125961304,mlp,0.021582477182149888
-0.002675096268972648,0.6443556443556444,2.3749234676361084,327,0.1,0.11120000000000001,0.7232767232767233,0.021547647193074226,mlp,0.021490158949047326
-0.0050410422816876245,0.7722277722277723,2.3784430027008057,328,0.1,0.11570000000000001,0.7312687312687313,0.021465005353093147,mlp,0.021357342088595032
-0.014047254459692494,0.983016983016983,2.4026403427124023,329,0.1,0.1131,0.7252747252747253,0.02202301099896431,mlp,0.021717933658510446
-0.007512625627806353,0.8731268731268731,2.3966078758239746,330,0.3,0.10600000000000001,0.07592407592407592,0.02180829830467701,mlp,0.021645682396367192
-0.006363834569423816,0.8121878121878122,2.390817165374756,331,0.1,0.10690000000000001,0.6963036963036963,0.021589165553450584,mlp,0.021452644472941755
-0.005124177880892416,0.7662337662337663,2.3843300342559814,332,0.0,0.11370000000000001,1.0,0.02158398926258087,mlp,0.021473952908068895
-0.009477533768393909,0.9100899100899101,2.3947181701660156,333,0.0,0.11,1.0,0.02159976214170456,mlp,0.021396971620619296
-0.013131304441167488,0.973026973026973,2.4056482315063477,334,0.1,0.11000000000000001,0.7072927072927073,0.02207627147436142,mlp,0.02179013853147626
-0.010932413737786618,0.9370629370629371,2.414363145828247,335,0.1,0.11300000000000002,0.7282717282717283,0.021940387785434723,mlp,0.021703120294958352
-0.0027390098764506097,0.6703296703296703,2.384117841720581,336,0.0,0.11250000000000002,1.0,0.021711433306336403,mlp,0.021652127914130688
-0.00581082927732524,0.7852147852147852,2.385895013809204,337,0.1,0.1116,0.7212787212787213,0.02161278761923313,mlp,0.021487924955785276
-0.006865355240082034,0.8291708291708292,2.378638505935669,338,0.1,0.11340000000000001,0.7132867132867133,0.021678423509001732,mlp,0.021530608234927057
-0.013477790697564693,0.968031968031968,2.399986743927002,339,0.0,0.1139,1.0,0.0218140110373497,mlp,0.02152391619980335
-0.0116592390600574,0.9530469530469531,2.3899450302124023,340,0.0,0.10990000000000001,1.0,0.021804438903927803,mlp,0.021553145626559852
-0.00826830628673068,0.8791208791208791,2.399951934814453,341,0.0,0.11730000000000002,1.0,0.02181265503168106,mlp,0.021633780309930444
-0.006461572426229481,0.8151848151848152,2.3957741260528564,342,0.0,0.11430000000000001,1.0,0.021862272173166275,mlp,0.021721914449706673
